time,seconds_elapsed,z,y,x
1747275440918546400,0.06754638671875,0.09277153015136719,-0.0022140294313430786,0.0014714822173118591
1747275440934578000,0.083577880859375,0.09276962280273438,0.016843289136886597,0.011047475039958954
1747275440950592300,0.09959228515625,0.08797836303710938,0.02622722089290619,0.006257511675357819
1747275440966611200,0.115611083984375,0.10466861724853516,0.014908716082572937,0.020742177963256836
1747275440982604800,0.131604736328125,0.09269428253173828,0.014715805649757385,0.006375469267368317
1747275440998677000,0.147677001953125,0.09981155395507812,0.0037521570920944214,0.022176362574100494
1747275441014715100,0.163715087890625,0.10220146179199219,-0.010806426405906677,0.010203950107097626
1747275441030732000,0.17973193359375,0.0998077392578125,-0.0013268589973449707,-0.0018163472414016724
1747275441046778400,0.1957783203125,0.0950174331665039,-0.01583579182624817,-0.00899825245141983
1747275441062800000,0.2117998046875,0.0926218032836914,0.008107304573059082,0.019733533263206482
1747275441078862800,0.22786279296875,0.0878286361694336,-0.008941546082496643,0.005415000021457672
1747275441094897700,0.243897705078125,0.09022045135498047,-0.011480957269668579,0.019923768937587738
1747275441110915800,0.259915771484375,0.09979629516601562,-0.023404046893119812,-0.008662804961204529
1747275441126922500,0.275922607421875,0.10219097137451172,0.0029786378145217896,-0.003924548625946045
1747275441142925000,0.291925048828125,0.104583740234375,-0.016173377633094788,-0.00377858430147171
1747275441158950700,0.30795068359375,0.10697650909423828,-0.011433586478233337,0.005845598876476288
1747275441174987000,0.323987060546875,0.10697650909423828,0.01734425127506256,0.0059408098459243774
1747275441191007700,0.3400078125,0.09260940551757812,0.0052277445793151855,0.010631129145622253
1747275441207055400,0.356055419921875,0.09500408172607422,-0.016319528222084045,-0.018098585307598114
1747275441223051300,0.37205126953125,0.09261322021484375,-0.01378205418586731,-0.006224140524864197
1747275441239123200,0.388123291015625,0.09021854400634766,-0.018570780754089355,0.010582499206066132
1747275441255191800,0.40419189453125,0.08543014526367188,0.002880692481994629,0.0033037662506103516
1747275441271212000,0.4202119140625,0.11176490783691406,-0.004396781325340271,0.00809246301651001
1747275441287252000,0.436251953125,0.10697746276855469,-0.004299581050872803,0.008045785129070282
1747275441303254800,0.4522548828125,0.10219097137451172,-0.01138468086719513,-0.013499923050403595
1747275441319312000,0.468311767578125,0.08303546905517578,-0.01866339147090912,-0.008663475513458252
1747275441335341300,0.48434130859375,0.08782100677490234,-0.011719465255737305,-0.008662104606628418
1747275441351361000,0.500361083984375,0.1021890640258789,-0.009084969758987427,-0.01105526089668274
1747275441367368200,0.5163681640625,0.08782005310058594,-0.002045348286628723,-0.006025582551956177
1747275441383360500,0.532360595703125,0.09021282196044922,0.017108216881752014,-0.005977705121040344
1747275441399392800,0.548392822265625,0.10697174072265625,-0.014015138149261475,0.0059945061802864075
1747275441415431200,0.56443115234375,0.10458087921142578,-0.01152445375919342,0.020264536142349243
1747275441431452200,0.5804521484375,0.06866836547851562,0.005331709980964661,0.0012076273560523987
1747275441447531000,0.596531005859375,0.10458087921142578,-0.02105267345905304,-0.00836927443742752
1747275441463539200,0.612539306640625,0.10457897186279297,0.005139648914337158,-0.01081077754497528
1747275441479610000,0.628610107421875,0.10697174072265625,0.012227311730384827,-0.006020769476890564
1747275441495648300,0.644648193359375,0.08781814575195312,-0.004481598734855652,0.0012609511613845825
1747275441511670000,0.660669921875,0.09978866577148438,-0.006973922252655029,0.003508523106575012
1747275441527718100,0.67671826171875,0.08542633056640625,-0.01640622317790985,-0.006116367876529694
1747275441543736300,0.692736328125,0.1213388442993164,-0.004434168338775635,0.005856022238731384
1747275441559805000,0.708804931640625,0.0997915267944336,0.002893194556236267,0.01801997423171997
1747275441575846000,0.724845947265625,0.08303165435791016,-0.00912436842918396,-0.008410468697547913
1747275441591866400,0.740866455078125,0.09979248046875,-0.013767033815383911,-0.008216843008995056
1747275441607873000,0.756873046875,0.09021568298339844,-0.0017464011907577515,0.0013620704412460327
1747275441623884800,0.772884765625,0.1021890640258789,0.007976412773132324,-0.017884783446788788
1747275441639975000,0.788974853515625,0.11176586151123047,0.0031424760818481445,-0.0011226311326026917
1747275441656011000,0.805010986328125,0.07106685638427734,-0.008587583899497986,-0.020179301500320435
1747275441672030500,0.821030517578125,0.07346439361572266,-0.02755129337310791,0.0013381019234657288
1747275441688075000,0.837074951171875,0.0950155258178711,-0.020136237144470215,0.0013441070914268494
1747275441704066600,0.853066650390625,0.08065223693847656,-0.019901886582374573,-0.0032706931233406067
1747275441720135400,0.869135498046875,0.11416912078857422,0.011188432574272156,-0.0031709372997283936
1747275441736186000,0.88518603515625,0.10698318481445312,0.013439208269119263,0.023262806236743927
1747275441752208000,0.901207763671875,0.09740543365478516,-0.012991204857826233,0.0016689002513885498
1747275441768256800,0.9172568359375,0.10937881469726562,-0.01998017728328705,0.008901163935661316
1747275441784273400,0.9332734375,0.06868171691894531,-0.0005855709314346313,0.004066094756126404
1747275441800340200,0.94934033203125,0.05910491943359375,-0.022064805030822754,0.004107914865016937
1747275441816380000,0.9653798828125,0.1045989990234375,-0.007542118430137634,-0.005568996071815491
1747275441832401200,0.981401123046875,0.11896038055419922,0.004335030913352966,-0.026970133185386658
1747275441848405200,0.9974052734375,0.10220146179199219,-0.007541954517364502,-0.010117553174495697
1747275441864399600,1.013399658203125,0.10459613800048828,0.009311720728874207,0.001995183527469635
1747275441880427500,1.029427490234375,0.07108020782470703,0.002369523048400879,-0.012321412563323975
1747275441896466400,1.045466552734375,0.08304977416992188,-0.019128799438476562,0.0021897107362747192
